v001,v002,v003,v004,v005,v006,v007,v008,v009,v010,v011,v012,v013,v014,v015,v016,v017,v018,v019,v020,v021,v022,v023,v024,v025,v026,v027,v028,v029,v030,v031,v032,v033,v034,v035,v036,v037,v038,v039,v040,v041,v042,v043,v044,v045,v046,v047,v048,v049,v050,v051,v052,v053,v054,v055,v056,v057,v058,v059,v060,v061,v062,v063,v064,v065,v066,v067,v068,v069,v070,v071,v072,v073,v074,v075,v076,v077,v078,v079,v080,v081,v082,v083,v084,v085,v086,v087,v088,v089,v090,v091,v092,v093,v094,v095,v096,v097,v098,v099,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,class
-0.01527, 0.18368, 0.75525, 2.36419,-1.91057, 1.92231, 0.58590,-0.48751, 0.52161, 0.02467,-0.94425,-0.33853,-1.16222, 0.21594, 1.11644, 2.59183, 1.10683, 1.03705,-0.47709,-0.45844, 2.15728,-2.37098, 0.31416,-0.11690,-0.37963,-1.62855, 0.78158,-0.73654,-1.05836,-0.85051, 0.96541,-0.55612, 7.60123, 5.80706, 6.35436, 7.27288, 4.95715, 6.99039, 6.34468, 6.26772, 6.25911, 3.42582, 4.65318, 5.38988, 5.28952, 6.30931, 5.03968, 3.41522, 3.94810, 1.61630, 3.33724, 4.26780, 3.72234, 2.44460, 3.48583, 3.18797, 2.23151, 1.53922, 2.01900, 1.01643, 0.85049, 2.40016, 1.29119, 1.07780, 1.10380,-0.14886,-0.10603, 0.65829,-2.99974, 1.80139,-0.76654, 0.93802, 0.24806, 0.07518, 0.13838,-0.06475,-0.80012,-1.06430,-0.26195,-1.18577,-1.38481,-0.28938,-0.91915,-0.43508,-0.20781, 0.83671,-0.09172,-0.36574,-0.34163,-0.01416,-0.55719,-1.34672, 0.19693,-0.08443, 1.48657,-0.33038, 0.52880, 0.00760, 0.64909, 0.25212,-1.03670,-1.12851,-2.38204, 0.64411, 1.24660,-2.59770,-0.92160, 1.76545, 0.86156, 0.20462,-0.01065,-0.30615,-0.88718, 2.11119,-0.29926, 0.99146, 0.03306,-0.59307, 1.36539,-1.91541, 0.91231, 0.34628,-0.32146,-1.21575, 0.75333,-1.39516, 0.60332,-0.46687,funnel
-0.11336, 1.52069,-0.18516,-0.82250, 0.37206, 1.24320, 0.05451,-0.32033, 0.25257, 0.56268, 1.37481, 0.11773, 0.21724,-0.72060,-1.18797,-0.16301, 0.68986, 2.37337,-1.28267, 2.06506,-0.20472, 6.70688, 7.06219, 6.35133, 4.74686, 6.34938, 6.18756, 4.58799, 5.89082, 4.06435, 6.03722, 4.28120, 4.94563, 3.39373, 4.19994, 3.39623, 5.13146, 7.21940, 2.76975, 4.66598, 2.82477, 5.59061, 4.02708, 3.09972, 3.19289, 3.19983, 2.98094, 2.56538, 1.61849, 4.47712, 4.50155, 2.87482, 3.81166, 2.55966, 2.22557, 1.42530, 2.99366, 0.66604, 1.84343, 1.70713, 2.09296, 0.60259, 0.36717, 2.79087, 0.16749, 0.37033, 0.06122, 0.17778,-0.11736,-0.05777,-0.07909, 1.91650, 0.96204, 0.35743,-0.23616, 0.31324,-1.34945, 1.15224,-0.60127, 0.75999, 0.37308,-0.20554, 1.62272, 0.76828,-0.62666, 1.20510,-0.69943, 0.75584,-0.83202, 0.99653, 0.21208,-0.12317,-1.06470,-0.68471, 1.77525, 0.54791, 1.45941,-1.91313,-0.40623,-1.68772, 1.27451,-1.61299, 0.03734,-1.03223,-0.80917, 0.09933, 0.39608,-1.49093,-0.09512, 0.00018,-0.15834, 0.81751, 1.54254, 0.84994, 0.19792, 0.92372,-0.37015, 1.83779,-1.48574,-0.05453, 0.16192,-0.76658,-0.65969,-1.37098,-2.93251, 1.20950,-0.76925,-0.08417,funnel
 0.02504, 0.16341, 0.53590, 0.99613,-0.80652,-1.33851, 0.04772,-1.14927,-1.00448,-1.52987,-0.04287, 0.70974, 0.51247,-0.82100,-1.02914,-0.20185, 0.81469,-1.51374,-0.04377, 0.66230, 2.48920, 6.35531, 4.94745, 4.65920, 6.39667, 4.71050, 3.92672, 5.57608, 6.05809, 4.03067, 4.11656, 3.83014, 3.11580, 1.82331, 4.29949, 2.39277, 2.35862, 4.14996, 3.72939, 2.41075, 4.11623, 3.59493, 2.71657, 2.28236, 1.82483, 4.11264, 3.13503, 0.51325, 2.86504, 3.39972, 0.09969, 2.66367, 1.14086, 3.08249, 3.44175, 1.87175, 2.15294, 0.04222, 2.47748, 1.17183,-0.01287, 2.35881, 1.70523,-0.22412, 0.08029,-0.00425,-0.72072,-0.74105, 1.11998, 1.04450, 0.03438, 2.14482,-0.45664,-0.38132, 1.57713,-0.43507, 1.82125,-1.82905, 1.15613,-0.80774, 1.89379,-1.40303, 0.57724,-1.45551,-0.66103, 1.42814, 0.25861,-2.10914, 1.17076, 1.09673, 0.83441, 0.90457,-0.60482,-1.73200, 0.67255,-1.38200,-1.13119,-1.71526,-1.19833,-0.46321,-0.08340, 1.05107, 0.38146, 0.59414,-0.29962, 1.82944, 0.57466,-0.93435, 1.12845, 0.29739, 1.11964,-0.34330,-1.77943,-0.40594,-0.75942,-1.49161,-0.46904,-0.63064,-1.71377,-0.43233,-0.28643, 0.51328,-1.11179, 0.47451, 1.97089, 0.98851,-0.53766, 0.01822,funnel
 1.78158, 1.14064,-1.08185,-1.95537,-2.70700,-1.44279, 0.29716, 0.30696,-0.43741,-1.69755, 0.17983,-0.52283, 0.12239, 0.15334, 1.13149,-2.76989, 1.34475,-0.00299, 1.08903,-0.39822, 0.37358,-1.43810, 0.88006, 0.60303, 0.89523, 1.98777, 4.78787, 4.05430, 6.60705, 5.75313, 6.32077, 5.18483, 5.68019, 5.42272, 4.20173, 2.57088, 6.16026, 2.42554, 3.19751, 4.07316, 3.67501, 2.22192, 3.44762, 3.22351, 2.19737, 3.09455, 2.50016, 2.62819, 2.10601, 0.84344, 0.61416, 1.36924, 1.82385, 1.25755, 2.14533,-1.88537, 0.00604, 1.44551,-0.19535,-1.88711, 0.01015, 0.49221,-0.72662, 0.64698, 0.57679,-0.23163, 0.80588, 1.10921, 1.75207,-0.31101, 1.40788,-0.09496,-1.69710, 0.09259,-1.02833,-0.67912, 0.51625, 1.87272,-0.88504,-1.01880, 0.25434,-1.20130,-1.10774,-2.87560,-0.75888, 1.33354,-0.62349,-1.63348, 0.28030,-0.18971, 0.99142,-0.92596,-0.67188, 0.25083,-1.74959, 0.64230,-0.77775,-0.07727, 1.25508, 0.19984, 1.33121,-0.39698, 0.58836, 0.57216,-1.41739, 0.35046,-0.46354,-0.83272,-0.63979,-0.34979, 0.44447,-0.34231, 0.88103,-0.80571, 1.02910, 1.35977,-0.58396, 0.63304, 1.16864, 0.80572, 0.90155, 0.95620,-0.42708, 0.67040,-1.05131,-0.14281, 0.62869, 0.14073,funnel
 0.24073, 2.95159, 0.31393, 0.54270, 0.78313, 0.05617,-0.20197, 2.32340,-0.48451,-1.00879,-0.56845,-0.65118, 1.61506, 1.03939, 0.79537,-0.96106,-0.24498, 0.60127, 1.36660, 3.57783, 5.99399, 4.71290, 5.23448, 5.65811, 5.05209, 5.76669, 4.54868, 4.70005, 4.25155, 4.87489, 5.18680, 3.25448, 4.87008, 5.03161, 4.32140, 4.08223, 2.92126, 2.50718, 4.19781, 4.23289, 1.29613, 3.59495, 6.52484, 1.82909, 2.16134, 4.73416, 2.88402, 3.05830, 3.44501, 3.03108, 1.71351, 3.76915, 3.66033, 2.73351, 2.02895, 2.71601, 2.32224, 0.78013, 1.37331, 1.27664, 2.19090, 2.53046, 2.34705, 1.77014, 3.36405,-0.98886, 0.76909,-0.10206,-0.03879, 0.64426, 0.60910,-1.05274, 2.33056, 1.59575, 0.48790, 1.39863, 0.52661,-0.45461,-1.30472,-0.28830, 0.51196,-0.37795, 0.03602, 1.80037,-1.00670, 0.33755, 0.25655, 0.38320, 0.80685,-0.97518,-0.94698,-0.45356,-0.21095, 0.71336, 0.53651,-0.17044, 0.90150,-0.26117, 0.93025,-0.96991, 0.12170,-0.63756,-1.40039, 0.90975, 0.65499,-0.25046,-2.15518, 2.19944, 1.64025,-1.32770, 0.48786,-1.06648,-2.31113,-0.79911,-0.26035, 0.89711, 1.52452, 0.34600,-0.00774,-0.78121,-1.78344, 0.80377,-2.62457,-0.93994,-0.50544, 1.76513,-0.61880,-0.22265,funnel
 0.85146,-0.47447,-1.23168,-0.12107, 1.95688, 0.13516, 0.97015, 1.34020,-1.01164, 0.18903,-0.16308, 0.46600,-0.70432, 0.32089, 1.79544,-0.08863, 1.99373,-0.58281, 0.78946, 0.15876, 0.90291, 1.67245,-0.23194, 1.01761, 8.00221, 7.52578, 6.02933, 6.00890, 7.07879, 6.26761, 4.54600, 4.06503, 4.96749, 5.97477, 6.58609, 5.52528, 5.09024, 6.56196, 5.63309, 4.36244, 5.39036, 5.96998, 5.24837, 3.50979, 4.91982, 4.65546, 4.94455, 4.17020, 4.30497, 4.19309, 2.59883, 3.34768, 3.35304, 3.76855, 2.49048, 3.75806, 3.26194, 3.41109, 1.01934, 1.11240, 3.56750, 2.39734, 3.75230, 3.10829, 2.39022, 1.90895, 1.25630, 0.35911, 2.68656, 2.36222, 2.51205, 1.05661, 2.20131, 1.79289, 1.85001, 0.44019, 2.37378,-0.42356, 0.10617, 2.47225, 0.06220,-0.02198,-0.28666,-0.05136,-0.52112, 0.21734, 0.82938,-1.58417,-0.01228, 1.42615, 0.44112,-1.97829,-1.56913, 1.70912, 1.56336,-0.30503,-0.17898,-1.14929, 0.61975,-0.89694,-0.86009,-1.69397,-0.12125, 0.31769, 0.61969, 0.27997,-1.60140, 0.69717, 0.07478,-0.85823,-1.00654, 0.55075, 0.68386,-0.34435,-1.18835, 0.03793,-0.28814,-0.29280, 1.00515, 1.31125,-0.69597,-0.58701, 1.08255,-0.63078,-2.49282, 2.36428,-0.53741,-0.88455,funnel
 0.21757,-1.75777,-0.89080,-0.13988, 0.41515, 0.05724,-0.53965,-0.56905,-0.31453, 0.34774,-0.62032,-0.07213,-0.06257, 0.24212,-0.19492, 0.54337,-2.86671, 0.13016,-1.67291, 3.17885,-0.97673, 5.96086, 6.46437, 6.69288, 5.61297, 6.83723, 5.43449, 6.10657, 4.18124, 6.85373, 3.58190, 5.76006, 5.36540, 4.67110, 3.78637, 6.53683, 5.14532, 6.28728, 4.57452, 5.64717, 3.26588, 5.60453, 5.10512, 4.54764, 4.18917, 4.13650, 4.18025, 2.95435, 2.06492, 2.24597, 2.38088, 3.14356, 3.96841, 2.49365, 3.45950, 0.66792, 2.79195, 3.34864, 3.26672, 2.26040, 2.36937, 0.89947, 2.51683, 0.32958, 4.55085, 1.30554, 2.90566, 1.68106, 2.09907, 1.64084, 1.45034, 3.70404, 0.09273, 2.66208, 1.74212, 2.37747, 0.80584, 1.19141, 0.68310, 1.89909,-0.64351,-0.37277,-0.21111, 0.33862,-0.11470, 0.28686, 0.55087,-1.26549, 1.54488,-0.83405,-1.58879, 0.19654,-0.04386, 0.74866, 1.16929,-0.79710,-1.60193, 0.28092,-0.51992,-0.41821, 1.48962, 0.04227,-0.05655,-1.40058, 0.26917,-0.39974,-0.38215, 0.40927, 0.40129,-0.48201,-1.89495, 0.93915, 1.71881,-0.04864,-0.08279,-0.88840, 0.04737, 0.41046,-0.49026,-1.30701, 1.20677, 1.26784, 1.90975,-0.05322,-0.85491,-0.24110, 0.30420,-0.66926,funnel
 2.11616, 1.55526,-2.73415, 0.64159, 0.69519,-0.20434, 0.88921,-0.73598, 0.80054, 0.74209, 0.07262, 1.05638,-0.29874,-0.48791,-1.66479, 2.18285,-0.57748,-1.72551, 2.13966, 0.68725,-0.33231, 1.62531,-1.14676, 0.76555, 2.20699, 1.01036, 8.01799, 6.64451, 8.65247, 5.37922, 6.20846, 6.91737, 7.94418, 7.10236, 6.16844, 5.92341, 3.61254, 7.16333, 4.94251, 4.81588, 4.29000, 4.32847, 5.47572, 3.79136, 3.98075, 2.78151, 3.62947, 4.75125, 4.57023, 3.23778, 3.70278, 2.58901, 3.43719, 4.63240, 0.60709, 3.11488, 3.34563, 2.58621, 3.49405, 0.06575, 1.90638,-1.15743, 0.29934, 2.31393, 1.85089, 0.55006, 0.27441, 0.46493,-0.08144,-2.06680, 1.07501, 0.41694, 0.46381, 1.40458,-0.92735,-0.32096,-0.21188,-1.31117,-0.94391,-0.10742,-0.80269,-1.46898, 0.74665, 1.15465, 0.40213, 0.10695,-0.67917, 1.14777, 0.59693, 1.27505, 1.15857, 1.69024,-0.40496,-1.33364,-0.05026, 2.05599, 0.28805, 1.85821,-1.41125, 0.77606, 1.42529,-0.70532, 1.14311, 1.81356,-1.26360,-1.04636, 0.25912,-0.40330,-0.10998,-1.17334,-0.79098,-0.02161, 0.96891, 0.39653,-0.46717,-1.03948, 1.03088,-1.92469,-0.70207, 0.79850,-0.51886,-0.66720, 2.15747,-0.92873,-0.83926,-0.36359, 1.88850,-0.28623,funnel
-0.00438, 0.09682,-0.52300, 0.80559, 0.52303, 1.27155,-1.15850, 0.94439, 0.55236, 1.35860, 0.55070, 0.23305,-1.19781, 0.05119,-0.18465, 0.52914,-1.02121,-0.13767,-0.30694, 0.32685, 7.77678, 7.07142, 7.58669, 8.16382, 7.63453, 8.17220, 7.11981, 6.18527, 7.31842, 6.14062, 6.64273, 7.13400, 5.98254, 6.12736, 6.32518, 5.84454, 5.75653, 6.82716, 5.13262, 5.40477, 4.27759, 5.30927, 4.51374, 3.73402, 5.81561, 5.35111, 6.03268, 5.16320, 2.77881, 4.36987, 3.26440, 4.38171, 4.84291, 6.17170, 5.85973, 4.35412, 4.92045, 4.52399, 5.86303, 2.03152, 3.98542, 1.67343, 2.88476, 3.33194, 3.23092, 4.34664, 2.12251, 2.00027, 1.05205, 3.47096, 1.74292, 4.20451, 3.82653, 2.64131, 1.54308, 2.88350, 1.19753, 2.37582, 3.76962, 1.26245, 1.98353, 1.49545, 1.73206, 2.03213, 0.11722, 2.21064, 1.09880, 1.40445, 0.72146, 0.55691, 0.28191,-0.50116, 1.54604, 1.72339,-0.37390, 0.79351, 0.16723,-0.18567,-0.22026,-0.35565, 0.07008, 0.93106,-0.77663,-0.10356,-0.03853, 0.03036, 0.69655,-0.56173,-0.53254, 0.24802,-1.51135, 0.28934,-1.03900,-0.63505, 1.35859,-0.39915, 2.93779,-0.11803, 0.79990, 0.46151,-0.21634, 0.61056, 0.93800, 0.38343, 0.90601, 0.76094, 2.04584, 1.17080,funnel
 0.74725,-0.39904,-0.04435, 0.36527,-1.36724, 1.22964, 0.19468,-1.87786,-0.21630, 0.27053,-0.91773, 2.37580,-0.07907, 0.75972, 0.67381,-1.06223, 0.30072,-0.92480, 0.47051,-1.28236, 0.33985, 1.79759,-0.14556,-0.90035, 0.89937, 5.83325, 8.49632, 5.54981, 7.69474, 4.60525, 4.91510, 5.79899, 6.46408, 6.29630, 5.15946, 6.33252, 6.33750, 6.01977, 6.16372, 4.15856, 3.84017, 5.49223, 5.91139, 4.89921, 5.00114, 4.14336, 2.97240, 4.53898, 4.53315, 4.55547, 5.24000, 5.03048, 2.51464, 3.13576, 4.02435, 3.05860, 3.39097, 1.47407, 3.46973, 2.07818, 3.00261, 3.94921, 2.76402, 3.61772, 3.52533, 2.41034, 2.39405, 2.96358, 1.40032, 1.51589, 1.91227, 2.02668,-0.39573, 2.44511, 1.83129, 2.09680,-0.09324, 2.81651, 1.23435, 0.58276, 2.91021, 0.43394, 2.84328, 1.00282, 2.09239,-0.56280, 1.29347, 1.01406,-0.29502, 1.86253,-0.98402, 0.18773, 0.24041,-2.07418, 0.69449, 1.33328,-0.56505, 0.56523, 0.19989, 0.73993,-0.59090, 0.06635, 0.53330,-0.15828, 1.46176,-0.25691,-0.29667,-0.89457, 0.53290, 0.39578, 0.38853, 1.25946, 0.18908,-0.14691, 0.89747, 1.41221,-0.14426, 0.17329,-0.06434,-0.28940,-1.03576,-0.71661,-0.85858,-0.46610,-0.39853, 0.08968,-0.61170, 0.83963,funnel
 1.56042, 0.35027,-1.50975,-0.65224,-0.75170, 0.26245, 1.25934, 1.74968,-0.92322,-1.06274, 1.06470, 1.43060, 0.24735, 0.42811, 0.95131,-1.34981, 0.68206, 0.63469,-0.30226,-0.33334, 1.92119, 0.08274,-0.78134,-0.61298,-0.13536, 3.64710, 4.42307, 3.65284, 2.85211, 4.02692, 3.32319, 1.93546, 3.27406, 3.30910, 2.68494, 3.59302, 3.13850, 0.60349, 2.44585, 2.69831, 4.46031, 3.79986, 2.82225, 2.12244, 3.02807, 2.81488, 4.11176, 3.73251, 2.72567, 2.23312, 2.51201, 1.71098, 2.21990, 3.14847, 2.81463, 3.82164, 2.35081, 1.00626, 2.54462, 2.51095, 2.73587, 1.65275, 2.02825, 2.45216, 3.04048, 1.73634, 0.98253, 2.20360, 1.82382, 2.18567, 1.96277, 1.85337, 2.89983, 1.63454, 2.46030, 2.02402, 2.37628, 1.70087,-0.80811, 1.48124, 0.68635,-0.16350, 1.19582, 1.51236, 0.34988, 0.79219, 1.78987, 1.01136, 3.30610, 0.90941, 1.45603, 0.90573, 3.42790, 0.16853, 0.52342, 1.27313, 0.52647, 1.00505, 0.18165,-1.60391, 0.29706, 1.38847,-0.23720,-0.17394, 0.88817, 0.59603, 0.93650, 0.12517, 1.85701,-0.17338,-0.44257, 0.24615, 0.45679,-0.82537, 0.21637,-1.67344,-1.39878,-1.74614, 1.10178,-0.18077,-0.06503, 1.14684, 0.10509, 0.42628,-0.61442, 2.65041,-1.08315,-1.40849,funnel
-0.00599, 0.25346, 0.36643,-1.73204, 1.88700,-2.67041, 0.11035,-0.34309,-0.74829,-1.23881, 0.36271, 0.01992,-1.12273,-0.91609,-0.06875, 1.56149, 0.08619, 0.54556,-0.41407,-0.07272,-0.15811, 1.80505, 0.13723,-0.71598, 1.98416,-1.82361, 0.83715, 0.81570, 5.81941, 6.88111, 6.99432, 6.20694, 7.10208, 6.53622, 6.33712, 6.76703, 4.90543, 6.03926, 3.93500, 4.32077, 5.73475, 4.30776, 4.01276, 4.72658, 5.50462, 3.31432, 3.85414, 2.68779, 5.24340, 4.84592, 4.13223, 3.32285, 4.26186, 2.42143, 4.67370, 4.49130, 1.78696, 1.83162, 3.11449, 4.41352, 2.93044, 3.52648, 3.20467, 2.78753, 2.44601, 3.20152, 2.02433, 0.61277, 1.43172, 2.89916, 1.44499, 0.26004, 2.24710, 1.52207, 2.17674, 0.21508, 0.49961, 0.44642, 0.41334, 0.32538, 0.55103,-0.54012,-0.46480,-1.20518, 1.07324, 0.28251, 0.65734, 1.35165, 0.43724,-0.58483,-1.58236, 1.40427,-0.91242, 0.99913,-0.66812, 0.03150, 0.83629, 0.32520,-0.42421, 0.63181,-1.54639,-0.82920, 0.83803,-0.01956, 2.00632, 1.03180,-0.93401, 1.09522, 1.43651, 0.27329,-0.84224, 0.65557,-0.97045, 0.56778,-0.83903, 0.62222, 0.34908,-0.22366,-1.63044,-0.42474, 1.21039,-1.21311, 0.67280,-0.12170,-0.36546,-0.15167,-1.22705,-0.66421,funnel
 0.71013,-0.59506,-2.41887,-0.62433,-0.53471,-0.43914, 0.44321,-0.37139, 0.09713, 0.63363, 0.50590, 0.94095,-0.31940,-0.32761, 1.76606,-2.29053, 7.11601, 5.17170, 6.42950, 6.14037, 5.61437, 7.60659, 6.92764, 3.43401, 6.33456, 7.18322, 7.32203, 5.38943, 6.05776, 6.35055, 4.96151, 5.85681, 4.24897, 4.65912, 3.99071, 4.87440, 4.56510, 4.97599, 4.92860, 4.88562, 4.18023, 4.13216, 5.95430, 4.81347, 5.09237, 4.80209, 3.74786, 5.28855, 4.57867, 4.44851, 4.09121, 3.38635, 2.23126, 2.91342, 3.21533, 3.73473, 1.67374, 2.08348, 2.89376, 4.56415, 3.60142, 0.86974, 3.02804, 1.74972, 2.21465, 3.05107, 0.92539, 2.73121, 3.21665, 2.40804, 0.36972, 0.94011, 1.58152, 1.62704, 2.52837, 0.62354, 2.55948, 2.02394, 0.74408, 0.72353, 1.28114, 2.10030,-0.11678, 0.69410, 0.44170, 2.63593,-0.25562, 0.85530,-1.23364, 1.72905, 1.32119, 1.63295, 1.12102,-1.91901,-0.03410, 0.76481,-0.82198,-0.69254,-0.58753, 0.61687,-0.92659, 0.72365,-0.58707, 0.21840, 2.26239,-0.09596, 0.61391, 0.13837, 0.32932, 0.32005,-0.59844,-1.24544,-0.89507,-0.50938, 0.10793, 0.13801, 1.95425,-0.01044, 0.43341,-0.12435, 0.26201,-2.18791, 0.40547, 0.44459, 0.24517,-0.29411, 0.96521, 0.55316,funnel
-1.01720,-0.16592, 1.61618,-0.96391, 1.25105,-0.05849, 0.34062, 1.64546, 0.98328,-0.56595, 2.34708, 0.02667, 0.84860, 0.39247,-0.77781,-0.77934, 3.89851, 6.19422, 4.37967, 5.29172, 5.01560, 4.63804, 4.37593, 4.79994, 3.59596, 6.43915, 6.37679, 4.88682, 5.72752, 4.02511, 4.88299, 5.54690, 3.20047, 4.53646, 3.89850, 5.50919, 5.08441, 2.80070, 2.62882, 4.92468, 4.50745, 2.15029, 3.76531, 3.86643, 2.83908, 2.34254, 2.94357, 3.14119, 3.07211, 4.25179, 3.36756, 3.11652, 3.12765, 5.24910, 2.59482, 3.16319, 2.30629, 1.85260, 2.83864, 3.42520, 4.54836, 2.32968, 3.46072, 1.04035, 0.81692, 1.73643, 0.72504, 3.46879, 1.18009, 2.05317, 1.81972, 2.08737,-0.10645, 0.91363, 1.63382, 2.05888, 2.71560, 2.91664, 1.87064, 1.74104, 1.72483, 1.24949, 2.76036, 2.82768, 0.10169, 0.07088, 1.93459, 0.96284, 2.14552,-2.43501,-0.14117, 0.40727, 0.81926, 1.25644, 0.80456, 0.83826, 0.10067,-2.32207, 0.67131,-0.54478,-0.07623,-1.02158, 0.41765, 0.48143,-0.31867, 0.83532,-1.54971,-1.20548,-0.41262,-1.96384, 0.86231,-0.26093,-0.97984,-1.21847, 0.03512,-0.43782,-0.40866,-1.47330, 2.16564, 1.27368,-0.10944,-1.05627, 0.23848,-1.57430,-0.04399,-1.99295,-0.58917, 0.84452,funnel
 1.07103, 0.56017, 0.28923, 0.35962,-0.10471, 2.12415,-0.78110,-0.85571, 0.51820, 0.38794,-1.98610, 1.02822, 0.42062, 0.24859, 0.26204, 0.10185, 0.75082,-0.20604, 0.02848,-0.18883, 0.82176,-1.09327, 2.06728, 0.40296, 0.16728,-0.67556, 0.08191,-1.22324,-0.70808, 1.66391, 4.92588, 7.34050, 4.33901, 3.66628, 3.40794, 2.96426, 5.12253, 4.48855, 4.52925, 5.11648, 2.80335, 3.85049, 5.22182, 3.38945, 4.68121, 4.68127, 3.42803, 3.01146, 3.89623, 7.13682, 6.03149, 4.00084, 3.85810, 5.01138, 3.93901, 3.67745, 2.39870, 4.82387, 2.61901, 2.73491, 4.01061, 2.15729, 4.86493, 1.11430, 1.97653, 3.39279, 2.15859, 2.82003, 2.23671, 3.23106, 2.67752, 2.76718, 2.97682, 2.13496, 0.56939, 2.07160, 3.38239, 3.62386, 0.45891, 1.33317, 0.28658, 1.67228, 1.91619, 2.81869, 0.75323,-0.45521, 3.31422, 1.12885, 0.62212, 1.55196, 0.79580, 1.51655, 1.61772, 1.30751, 0.39080, 0.92002, 0.01616, 1.31361, 1.05079,-0.35712, 0.38333,-1.64580, 1.49678, 0.30744,-2.70389, 0.20133, 0.40212, 0.70944, 1.76286, 0.20245,-1.62465,-1.03633, 1.75597,-0.51046,-0.77651,-1.44127, 0.51508,-1.17279,-0.70852,-0.75137,-0.49942,-3.08077, 0.39682,-0.56179,-0.29526,-0.14702,-1.45509, 0.99102,funnel
 2.14173,-1.08035, 0.36208, 0.15642, 0.29267, 2.18357,-2.16217,-2.28418,-1.35827,-0.54127, 0.03443, 0.55753,-0.71156, 0.05558, 1.36435,-0.58545,-1.15928,-0.92925, 1.15111,-0.01046,-2.55866, 0.85049,-0.83075, 0.39955,-1.06465,-0.39164,-0.52145,-0.43105,-1.04518, 0.71410,-0.38895, 0.65743, 5.75123, 4.96619, 4.56597, 5.09633, 1.82719, 5.74642, 3.86620, 4.42050, 4.04454, 4.16010, 5.70576, 6.16256, 5.02698, 2.91466, 2.24340, 3.11836, 0.83953, 4.21883, 2.82522, 2.52664,-0.20984, 2.71747, 0.60280, 0.86902, 0.73176, 2.65700, 1.86871, 2.94955, 1.22860, 0.54024,-1.32281, 1.37408, 1.84497, 0.65570, 0.59237, 2.40089,-0.07056,-0.06787,-1.77516,-2.37737,-0.29913,-0.81675, 1.07784,-0.79052,-1.52213,-1.00401, 0.03018,-1.11489,-2.60721,-0.74573, 1.86905,-0.28498,-0.94878,-0.67225,-0.04104,-0.01528, 0.07628,-0.02422, 0.66484, 1.31515, 0.66908, 1.41804,-0.00957,-0.72599, 0.23902,-0.54953,-1.00212, 0.11946, 0.62438,-0.00958, 1.81903, 1.94204, 0.03651, 1.34059,-1.23263,-0.01796,-0.31037, 0.49659,-0.94914, 0.63564, 0.62226,-2.02396,-0.53995, 0.27987, 0.17973,-0.20156,-0.04784, 1.09464, 0.59370, 1.10139, 1.59238, 0.00371,-0.57036, 0.54004, 1.45966, 1.13733,funnel
 1.37457, 0.84960, 1.14948, 0.77997,-1.09497, 0.44050, 0.04244,-0.21253, 0.32330,-0.36713, 0.48181,-0.65077,-1.32019, 0.25452,-1.81470, 1.10763,-0.64315,-1.85253, 0.11747,-0.20862, 0.41593, 0.76341, 0.76308, 1.58572,-1.71457,-0.39826, 0.76936,-0.63118, 1.42130, 0.69216,-1.05291,-1.59386, 6.04639, 5.95937, 6.80419, 6.97809, 6.04685, 3.35919, 4.67063, 6.64755, 5.83463, 5.24668, 4.87755, 5.45834, 5.08990, 5.70088, 6.88796, 5.69602, 5.60407, 3.80185, 4.46196, 3.83523, 3.77814, 4.85313, 4.78268, 3.19355, 4.66876, 5.89310, 2.70746, 4.37763, 3.59928, 2.50419, 4.59319, 4.95302, 4.68892, 5.66596, 3.44252, 4.87461, 1.15166, 2.84240, 2.70363, 3.51992, 2.61331, 3.25717, 2.07539, 0.67056, 3.37260, 0.43340, 1.32150, 3.86152, 1.08875, 1.77309, 3.55647, 2.34098, 0.25840, 2.06392, 2.22356,-0.50690, 2.30436, 1.49862, 1.53085, 2.73343,-0.97580, 1.04351,-0.03063, 1.78819,-0.17905,-1.06976, 0.07666, 0.98099, 0.62055, 0.97032,-0.08176, 2.23376, 0.77945, 0.32404, 0.87851, 1.02432,-0.46580, 1.04995,-0.58008,-0.34384, 0.19868,-0.10844, 1.68171,-0.03824,-0.01015,-1.42779, 0.16152, 0.42540, 0.08951, 1.64728,-0.29298,-1.58857, 0.19747, 0.44805, 1.31803, 0.82233,funnel
